"OPTZ_PLN_ID","JIG_CODE","OPTZ_JIG_CODE","OPTZ_JIG_CLSF"
"2539_20250918_3W_C03_NPS_3BAY_05","J05B","J05AJ05BJ05CJ05D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J04D","J04D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J41A","J41AJ41BJ41CJ41D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J01B","J01B","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J02B","J02B","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J07D","J07AJ07BJ07CJ07D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J41B","J41B","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J03A","J03AJ03BJ03CJ03D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J06A","J06A","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J05C","J05AJ05BJ05CJ05D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J42B","J42B","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J07A","J07A","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J01C","J01C","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J08A","J08AJ08BJ08CJ08D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J05B","J05B","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J41C","J41C","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J10B","J10AJ10BJ10CJ10D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J41B","J41AJ41BJ41CJ41D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J07A","J07AJ07BJ07CJ07D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J02B","J02AJ02BJ02CJ02D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J04C","J04C","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J11A","J11A","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J11D","J11D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J09B","J09B","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J06B","J06AJ06BJ06CJ06D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J03D","J03D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J03A","J03A","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J09C","J09AJ09BJ09CJ09D","2"
"2539_20250918_3W_C03_NPS_3BAY_05","J10B","J10B","2"
