"OPTZ_PLN_ID","OPTZ_JIG_CODE","OPTZ_JIG_CLSF","JIG_BDTH","JIG_LNTH","MRGN_BDTH","MRGN_LNTH","MIDL_INDC","IDLE_SD","IDLE_FD"
"2539_20250918_3W_C03_NPS_3BAY_04","J02AJ02DJ04AJ01AJ01BJ01CJ01DJ03AJ03B","1","32.5","26.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J02AJ02BJ02CJ02DJ04AJ04BJ01BJ01CJ03B","1","32.5","26.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J08AJ08DJ07AJ07BJ07CJ07D","1","24.0","26.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J06AJ06BJ06CJ06DJ08AJ08B","1","33.0","17.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J06B","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J06C","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J06A","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J06D","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J10C","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J10D","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J10A","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J10B","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J06CJ06DJ08AJ08BJ08CJ08D","1","34.5","17.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J04CJ04DJ41AJ41BJ41CJ41DJ03CJ42BJ42C","1","33.5","26.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J05A","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J05B","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J10AJ10DJ09AJ09BJ09CJ09D","1","23.0","26.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J05C","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J05D","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J02AJ02DJ01AJ01BJ01CJ01D","1","22.0","26.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J07AJ07BJ07CJ07DJ09AJ09BJ09CJ09D","1","45.0","17.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ07BJ07C","1","35.5","26.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J01CJ01DJ03AJ03BJ03CJ03D","1","28.0","17.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J08A","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J08D","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","1","46.0","17.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J08B","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J04AJ04BJ04CJ04DJ03BJ03C","1","21.0","26.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J08C","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J02DJ04AJ04DJ01CJ01DJ03AJ03BJ03CJ03D","1","32.0","26.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J04AJ04BJ04CJ04DJ41AJ41B","1","31.5","17.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J04AJ04BJ04CJ04DJ41AJ41BJ41CJ41D","1","42.0","17.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J05AJ05BJ05CJ05DJ07AJ07B","1","34.5","17.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J06DJ08AJ08DJ05CJ05DJ07AJ07BJ07CJ07D","1","35.5","26.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J01AJ01BJ01CJ01DJ03AJ03B","1","30.5","17.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J04AJ04DJ03AJ03BJ03CJ03D","1","21.0","26.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J01AJ01BJ01CJ01DJ03AJ03BJ03CJ03D","1","39.0","17.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J07C","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J07D","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J07A","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J07B","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J08AJ08DJ10AJ07AJ07BJ07CJ07DJ09AJ09B","1","35.0","26.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J11A","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J11D","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J02AJ02BJ02CJ02DJ04AJ04BJ01AJ01BJ01CJ01DJ03AJ03B","1","32.5","35.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J11B","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J05CJ05DJ07AJ07BJ07CJ07D","1","34.5","17.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J11C","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","1","35.5","35.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J10AJ10BJ10CJ10DJ09BJ09C","1","23.0","25.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","1","35.0","26.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J10AJ10BJ10CJ10DJ11AJ11BJ11CJ11D","1","39.0","16.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J02B","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J02C","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J02AJ02BJ02CJ02DJ04AJ04B","1","32.5","17.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J02A","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J08AJ08BJ08CJ08DJ07BJ07C","1","24.0","26.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J42B","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J42C","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J02D","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J42A","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J42D","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J41AJ41BJ41CJ41DJ42BJ42C","1","25.0","22.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J09A","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J09B","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J02CJ02DJ04AJ04BJ04CJ04DJ01CJ01DJ03AJ03BJ03CJ03D","1","32.0","35.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J09C","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J06AJ06BJ06CJ06DJ08AJ08BJ08CJ08D","1","45.0","17.0","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J09D","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J01A","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J01B","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J41A","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J41B","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J01C","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J01D","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J02CJ02DJ04AJ04BJ04CJ04DJ01CJ03BJ03C","1","32.0","26.5","2.0","2.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J41C","1","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_04","J41D","1","0.0","0.0","0.0","0.0","0",,
