"OPTZ_PLN_ID","TOT_OBJT_FMLA_VAL","TOT_DLAY_CMPL_DAYS","TOT_EARL_CMPL_DAYS","JIG_OPER_RATE","JIG_BLK_DIM_GAP","MID_JIG_BLK_ARNG_CNT","MID_JIG_BLK_ARNG_RATE","TOT_DLAY_BLK_CNT"
"2539_20250918_3W_C03_NPS_3BAY_04","0.295","0.0","0.0","18.0","11.5","0.0","0.0","0.0"
