"OPTZ_PLN_ID","WORK_DATE","WORK_CLSF","OPTZ_JIG_CODE","JIG_CODE","PROJ_NO","BLK_NO","WSTG_CODE","WORK_STUS_CODE"
"2539_20250918_3W_C03_NPS_3BAY_04","20250930","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J06C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","B","J09D","J09D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250930","N","J07D","J07D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251024","N","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J06A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251001","B","J04AJ04DJ03AJ03BJ03CJ03D","J03A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251001","B","J04AJ04DJ03AJ03BJ03CJ03D","J03B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251024","N","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J06C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","A","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J07A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251001","B","J04AJ04DJ03AJ03BJ03CJ03D","J03C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251024","N","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J06B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251024","N","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J05C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250925","B","J03D","J03D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250925","B","J08AJ08DJ07AJ07BJ07CJ07D","J08D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250925","B","J08AJ08DJ07AJ07BJ07CJ07D","J08A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250930","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J05D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250930","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J05C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250915","N","J05CJ05DJ07AJ07BJ07CJ07D","J05C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250915","N","J05CJ05DJ07AJ07BJ07CJ07D","J05D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","B","J11A","J11A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251024","N","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J05B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","A","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J05A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","A","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J05B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251001","A","J04AJ04BJ04CJ04DJ03BJ03C","J04D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","A","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J05C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251103","N","J09C","J09C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","A","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J05D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251031","N","J09B","J09B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250917","N","J04A","J04A","7062","221","G9G9","S"
"2539_20250918_3W_C03_NPS_3BAY_04","20251001","A","J04AJ04BJ04CJ04DJ03BJ03C","J04B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251001","A","J04AJ04BJ04CJ04DJ03BJ03C","J04C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251001","A","J04AJ04BJ04CJ04DJ03BJ03C","J04A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251013","N","J04AJ04BJ04CJ04DJ41AJ41BJ41CJ41D","J41B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250930","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J08C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250923","B","J41AJ41BJ41CJ41DJ42BJ42C","J42C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251013","N","J04AJ04BJ04CJ04DJ41AJ41BJ41CJ41D","J41C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250930","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J08B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251013","N","J04AJ04BJ04CJ04DJ41AJ41BJ41CJ41D","J41D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250930","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J08A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250923","B","J41AJ41BJ41CJ41DJ42BJ42C","J42B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250930","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J08D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250922","N","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J05B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251008","A","J05D","J05D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250922","N","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J05C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250922","N","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J05D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251031","N","J04AJ04BJ04CJ04DJ41AJ41BJ41CJ41D","J04C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251031","N","J04AJ04BJ04CJ04DJ41AJ41BJ41CJ41D","J04D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251031","N","J04AJ04BJ04CJ04DJ41AJ41BJ41CJ41D","J04A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250922","N","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J05A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251031","N","J04AJ04BJ04CJ04DJ41AJ41BJ41CJ41D","J04B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251013","N","J04AJ04BJ04CJ04DJ41AJ41BJ41CJ41D","J41A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250924","B","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ07BJ07C","J08D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250924","B","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ07BJ07C","J08C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250924","B","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ07BJ07C","J08B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251003","A","J02CJ02DJ04AJ04BJ04CJ04DJ01CJ01DJ03AJ03BJ03CJ03D","J01C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250924","B","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ07BJ07C","J08A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251003","A","J02CJ02DJ04AJ04BJ04CJ04DJ01CJ01DJ03AJ03BJ03CJ03D","J01D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251013","B","J05CJ05DJ07AJ07BJ07CJ07D","J07D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251013","B","J05CJ05DJ07AJ07BJ07CJ07D","J07C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251013","B","J05CJ05DJ07AJ07BJ07CJ07D","J07B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250923","N","J02D","J02D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251013","B","J05CJ05DJ07AJ07BJ07CJ07D","J07A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250930","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J07B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250923","B","J41AJ41BJ41CJ41DJ42BJ42C","J41B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250930","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J07A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250923","B","J41AJ41BJ41CJ41DJ42BJ42C","J41C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250923","B","J41AJ41BJ41CJ41DJ42BJ42C","J41A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250930","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J07D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250923","B","J41AJ41BJ41CJ41DJ42BJ42C","J41D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250930","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J07C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251001","B","J04AJ04DJ03AJ03BJ03CJ03D","J04A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250924","N","J09A","J09A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251029","A","J42C","J42C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251001","B","J04AJ04DJ03AJ03BJ03CJ03D","J04D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","N","J10AJ10DJ09AJ09BJ09CJ09D","J10A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250924","B","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ07BJ07C","J07C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250924","B","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ07BJ07C","J07B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251003","A","J02CJ02DJ04AJ04BJ04CJ04DJ01CJ01DJ03AJ03BJ03CJ03D","J02D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","N","J10AJ10DJ09AJ09BJ09CJ09D","J10D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251003","A","J02CJ02DJ04AJ04BJ04CJ04DJ01CJ01DJ03AJ03BJ03CJ03D","J02C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","N","J07AJ07BJ07CJ07DJ09AJ09BJ09CJ09D","J07C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250922","N","J41CJ41DJ06AJ06BJ06CJ06D","J06D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","N","J07AJ07BJ07CJ07DJ09AJ09BJ09CJ09D","J07D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250922","N","J41CJ41DJ06AJ06BJ06CJ06D","J06C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","N","J07AJ07BJ07CJ07DJ09AJ09BJ09CJ09D","J07A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250922","N","J41CJ41DJ06AJ06BJ06CJ06D","J06B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","N","J07AJ07BJ07CJ07DJ09AJ09BJ09CJ09D","J07B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250922","N","J41CJ41DJ06AJ06BJ06CJ06D","J06A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250916","N","J08C","J08C","2579","122","G9G9","S"
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","B","J01AJ01BJ01CJ01DJ03AJ03B","J01C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","B","J01AJ01BJ01CJ01DJ03AJ03B","J01B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251103","A","J41CJ41DJ06AJ06BJ06CJ06D","J41D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","B","J01AJ01BJ01CJ01DJ03AJ03B","J01D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251103","A","J41CJ41DJ06AJ06BJ06CJ06D","J41C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250922","N","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J07D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","A","J01B","J01B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250917","B","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J06D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250917","B","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J06C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250917","B","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J06B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250922","N","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J07A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250922","N","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J07B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","B","J01AJ01BJ01CJ01DJ03AJ03B","J01A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250922","N","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J07C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250917","B","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J07B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251013","B","J05CJ05DJ07AJ07BJ07CJ07D","J05D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251013","B","J05CJ05DJ07AJ07BJ07CJ07D","J05C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250927","N","J08AJ08DJ10AJ07AJ07BJ07CJ07DJ09AJ09B","J10A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251016","A","J06B","J06B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251030","A","J41D","J41D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251006","A","J08AJ08BJ08CJ08DJ10AJ10BJ10CJ10D","J08A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251006","A","J08AJ08BJ08CJ08DJ10AJ10BJ10CJ10D","J08D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251006","A","J08AJ08BJ08CJ08DJ10AJ10BJ10CJ10D","J08C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251006","A","J08AJ08BJ08CJ08DJ10AJ10BJ10CJ10D","J08B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251029","A","J06B","J06B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251007","B","J10B","J10B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","A","J41AJ41BJ41CJ41DJ06AJ06BJ06CJ06D","J41B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","A","J41AJ41BJ41CJ41DJ06AJ06BJ06CJ06D","J41C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251028","B","J42B","J42B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","A","J41AJ41BJ41CJ41DJ06AJ06BJ06CJ06D","J41A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250917","B","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J08B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250917","B","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J08A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","N","J07AJ07BJ07CJ07DJ09AJ09BJ09CJ09D","J09C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","N","J07AJ07BJ07CJ07DJ09AJ09BJ09CJ09D","J09D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","N","J07AJ07BJ07CJ07DJ09AJ09BJ09CJ09D","J09A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","N","J07AJ07BJ07CJ07DJ09AJ09BJ09CJ09D","J09B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","A","J41AJ41BJ41CJ41DJ06AJ06BJ06CJ06D","J41D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250922","N","J04AJ04BJ04CJ04DJ41AJ41B","J41B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250922","N","J04AJ04BJ04CJ04DJ41AJ41B","J41A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","A","J06AJ06BJ06CJ06DJ05BJ05C","J05C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","A","J06AJ06BJ06CJ06DJ05BJ05C","J05B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251002","N","J08AJ08DJ10AJ07AJ07BJ07CJ07DJ09AJ09B","J09A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251024","N","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J08A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251029","N","J41A","J41A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","B","J01AJ01BJ01CJ01DJ03AJ03B","J03A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251024","N","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J08B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","B","J01AJ01BJ01CJ01DJ03AJ03B","J03B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251002","N","J08AJ08DJ10AJ07AJ07BJ07CJ07DJ09AJ09B","J08A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251002","N","J08AJ08DJ10AJ07AJ07BJ07CJ07DJ09AJ09B","J08D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","A","J06AJ06BJ06CJ06DJ05BJ05C","J06D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251024","N","J04B","J04B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","A","J06AJ06BJ06CJ06DJ05BJ05C","J06C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","A","J06AJ06BJ06CJ06DJ05BJ05C","J06B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","A","J06AJ06BJ06CJ06DJ05BJ05C","J06A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250917","B","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J05C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250917","B","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J05B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251024","N","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J07B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251010","B","J10B","J10B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251023","N","J10A","J10A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251024","N","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J06D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250917","B","J06AJ06BJ06CJ06DJ08AJ08BJ05BJ05CJ07B","J06A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251002","N","J08AJ08DJ10AJ07AJ07BJ07CJ07DJ09AJ09B","J09B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251028","B","J09C","J09C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251008","B","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J05B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250923","B","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J06D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251008","B","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J05C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","B","J02CJ02DJ04AJ04BJ04CJ04DJ01CJ03BJ03C","J02D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251008","B","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J05A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250923","B","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J06C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251016","A","J02AJ02BJ02CJ02DJ04AJ04BJ04CJ04D","J02D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251016","A","J02AJ02BJ02CJ02DJ04AJ04BJ04CJ04D","J02C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251016","A","J02AJ02BJ02CJ02DJ04AJ04BJ04CJ04D","J02B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251016","A","J02AJ02BJ02CJ02DJ04AJ04BJ04CJ04D","J02A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251017","B","J06DJ08AJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J06D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250919","B","J02AJ02BJ02CJ02DJ04AJ04BJ01AJ01BJ01CJ01DJ03AJ03B","J02C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251020","B","J41CJ41DJ06AJ06BJ06CJ06D","J06D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251031","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ07BJ07C","J05C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250919","B","J02AJ02BJ02CJ02DJ04AJ04BJ01AJ01BJ01CJ01DJ03AJ03B","J02D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251020","B","J41CJ41DJ06AJ06BJ06CJ06D","J06C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251020","B","J41CJ41DJ06AJ06BJ06CJ06D","J06B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251020","B","J41CJ41DJ06AJ06BJ06CJ06D","J06A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251008","B","J05AJ05BJ05CJ05DJ07AJ07BJ07CJ07D","J05D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","B","J02CJ02DJ04AJ04BJ04CJ04DJ01CJ03BJ03C","J02C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251002","A","J08A","J08A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251103","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J08B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251103","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J08A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250919","B","J02AJ02BJ02CJ02DJ04AJ04BJ01AJ01BJ01CJ01DJ03AJ03B","J03A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251021","B","J02AJ02BJ02CJ02DJ04AJ04BJ01BJ01CJ03B","J01B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250919","B","J02AJ02BJ02CJ02DJ04AJ04BJ01AJ01BJ01CJ01DJ03AJ03B","J03B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251021","B","J02AJ02BJ02CJ02DJ04AJ04BJ01BJ01CJ03B","J01C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250919","N","J02AJ02BJ02CJ02DJ01BJ01C","J01B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251030","B","J04B","J04B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251003","B","J42A","J42A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251103","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J08D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250929","B","J05B","J05B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251103","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J08C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250919","N","J02AJ02BJ02CJ02DJ01BJ01C","J01C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251017","B","J06DJ08AJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J07B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251017","B","J06DJ08AJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J07C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251027","B","J02CJ02DJ04AJ04BJ04CJ04DJ01CJ03BJ03C","J01C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250923","B","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J07C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","B","J04AJ04BJ04CJ04DJ41AJ41BJ41CJ41D","J04A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251017","B","J06DJ08AJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J07A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250923","B","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J07D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","B","J04AJ04BJ04CJ04DJ41AJ41BJ41CJ41D","J04B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250923","B","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J07A","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","B","J04AJ04BJ04CJ04DJ41AJ41BJ41CJ41D","J04C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20250923","B","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J07B","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251009","B","J04AJ04BJ04CJ04DJ41AJ41BJ41CJ41D","J04D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251017","B","J06DJ08AJ08DJ05CJ05DJ07AJ07BJ07CJ07D","J07D","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251031","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ07BJ07C","J06C","","","",""
"2539_20250918_3W_C03_NPS_3BAY_04","20251031","N","J06CJ06DJ08AJ08BJ08CJ08DJ05CJ07BJ07C","J06D","","","",""
