"OPTZ_PLN_ID","SHOP_CODE","BAY_CODE","PLN_SD","PLN_FD","TERM_ADD_PLN_FD","WORK_TYPE","EARL_ST_DAYS","CROT_BUFR_DAYS","CROT_DLAY_TOLR_DAYS","PLAN_OPER_GAP_DAYS","PHAS_ID","MAX_ST_QTY","MAX_CROT_QTY"
"2539_20250918_3W_C03_NPS_3BAY_06","NPS","3BAY","20250915","20251016","20251103","2","2.0","2.0","2.0","0.0","6","9.0","9.0"
