"OPTZ_PLN_ID","JIG_CODE","OPTZ_JIG_CODE","OPTZ_JIG_CLSF"
"2539_20250918_3W_C03_NPS_3BAY_06","J41C","J41AJ41BJ41CJ41D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J41A","J41A","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J41C","J41BJ41C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J06C","J06C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J07C","J07AJ07BJ07CJ07D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J10C","J10BJ10C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J11D","J11AJ11D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J01A","J01AJ01BJ01CJ01D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J06B","J06AJ06B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J02D","J02CJ02D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J04A","J04AJ04BJ04CJ04D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J03C","J03CJ03D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J01D","J01CJ01D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J06B","J06B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J10D","J10D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J41A","J41AJ41D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J03D","J03CJ03D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J09B","J09AJ09BJ09CJ09D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J02C","J02CJ02D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J03B","J03AJ03BJ03CJ03D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J02D","J02D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J08C","J08AJ08BJ08CJ08D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J42D","J42D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J41D","J41AJ41BJ41CJ41D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J07B","J07AJ07B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J04D","J04D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J41A","J41AJ41BJ41CJ41D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J08B","J08BJ08C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J11B","J10CJ11BJ11C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J07D","J07AJ07BJ07CJ07D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J01C","J01CJ01D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J11B","J11BJ11C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J06A","J06A","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J04D","J04CJ04D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J05C","J05AJ05BJ05CJ05D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J07A","J07A","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J41A","J41AJ41B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J05B","J05B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J10B","J10BJ10C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J03B","J03AJ03B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J07A","J07AJ07BJ07CJ07D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J04C","J04C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J05B","J05AJ05B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J11D","J11D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J06B","J06AJ06BJ06CJ06D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J03D","J03D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J04B","J04AJ04B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J09B","J09BJ09C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J05D","J05CJ05D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J11B","J11B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J01D","J01AJ01BJ01CJ01D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J09C","J09C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J07D","J07CJ07D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J08D","J08AJ08D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J08D","J08AJ08BJ08CJ08D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J01B","J01AJ01B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J11D","J10DJ11AJ11D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J07D","J07D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J10A","J10AJ10D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J08C","J08CJ08D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J02A","J02AJ02B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J11B","J11AJ11BJ11CJ11D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J02A","J02AJ02D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J11C","J11BJ11C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J02C","J02AJ02BJ02CJ02D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J03C","J03BJ03C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J06A","J06AJ06BJ06CJ06D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J05C","J05C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J10C","J10AJ10BJ10CJ10D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J42A","J42A","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J06B","J06BJ06C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J04A","J04A","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J05A","J05A","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J06C","J06CJ06D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J03B","J03B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J09D","J09AJ09BJ09CJ09D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J01C","J01BJ01C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J02D","J02AJ02BJ02CJ02D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J11B","J11AJ11B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J08B","J08AJ08B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J08A","J08A","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J09A","J09A","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J11D","J11CJ11D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J04A","J04AJ04D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J42C","J42C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J03C","J03AJ03BJ03CJ03D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J07B","J07B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J04B","J04BJ04C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J41D","J41D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J01A","J01A","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J04A","J04AJ04B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J05A","J05AJ05BJ05CJ05D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J01D","J01AJ01D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J04B","J04AJ04BJ04CJ04D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J41D","J41CJ41D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J04C","J04CJ04D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J08C","J08C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J06D","J06D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J08A","J08AJ08D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J09C","J09BJ09C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J03D","J03AJ03D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J08A","J08AJ08B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J11C","J11AJ11BJ11CJ11D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J11C","J11CJ11D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J11A","J11AJ11BJ11CJ11D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J07A","J07AJ07B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J10C","J10C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J01C","J01AJ01BJ01CJ01D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J07A","J07AJ07D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J06D","J06AJ06BJ06CJ06D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J08D","J08D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J02D","J02AJ02D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J03D","J03AJ03BJ03CJ03D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J10D","J10AJ10D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J41B","J41BJ41C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J04D","J04AJ04D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J10A","J10A","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J02B","J02BJ02C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J08C","J08BJ08C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J04C","J04AJ04BJ04CJ04D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J08B","J08B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J07C","J07BJ07C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J01B","J01BJ01C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J05B","J05AJ05BJ05CJ05D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J06A","J06AJ06D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J06A","J06AJ06B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J10D","J10DJ11AJ11D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J01B","J01B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J02B","J02B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J41B","J41B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J03A","J03AJ03BJ03CJ03D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J42B","J42B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J01C","J01C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J08A","J08AJ08BJ08CJ08D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J06C","J06BJ06C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J41C","J41C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J10B","J10AJ10BJ10CJ10D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J05D","J05AJ05D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J41B","J41AJ41BJ41CJ41D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J05C","J05BJ05C","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J02B","J02AJ02BJ02CJ02D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J09A","J09AJ09D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J11A","J11A","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J09B","J09B","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J06D","J06AJ06D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J03A","J03A","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J09C","J09AJ09BJ09CJ09D","3"
"2539_20250918_3W_C03_NPS_3BAY_06","J10B","J10B","3"
