"OPTZ_PLN_ID","OPTZ_JIG_CODE","OPTZ_JIG_CLSF","JIG_BDTH","JIG_LNTH","MRGN_BDTH","MRGN_LNTH","MIDL_INDC","IDLE_SD","IDLE_FD"
"2539_20250918_3W_C03_NPS_3BAY_06","J06CJ06D","3","10.5","17.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J08AJ08D","3","24.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J08AJ08BJ08CJ08D","3","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J05A","3","11.5","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J05B","3","11.5","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J05C","3","11.5","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J05D","3","11.5","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J06AJ06D","3","21.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J06AJ06B","3","10.5","17.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J07AJ07BJ07CJ07D","3","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J01BJ01C","3","22.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J08A","3","12.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J08D","3","12.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J08B","3","12.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J08C","3","12.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J10AJ10BJ10CJ10D","3","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J41AJ41D","3","21.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J41AJ41B","3","10.5","17.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J10DJ11AJ11D","3","28.0","9.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J09AJ09D","3","22.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J03BJ03C","3","17.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J10BJ10C","3","22.0","8.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J04BJ04C","3","21.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J07C","3","11.5","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J07D","3","11.5","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J07A","3","11.5","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J07B","3","11.5","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J02BJ02C","3","22.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J11A","3","8.5","7.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J11D","3","8.5","7.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J09AJ09BJ09CJ09D","3","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J11B","3","8.5","7.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J11BJ11C","3","17.0","7.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J11C","3","8.5","7.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J06BJ06C","3","21.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J07CJ07D","3","11.5","17.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J05AJ05B","3","11.5","17.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J11AJ11D","3","17.0","7.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J05AJ05D","3","23.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J11AJ11B","3","8.5","14.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J02B","3","11.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J03AJ03D","3","17.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J02C","3","11.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J03AJ03B","3","8.5","17.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J02A","3","11.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J42B","3","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J42C","3","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J02D","3","11.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J42A","3","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J42D","3","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J04AJ04BJ04CJ04D","3","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J09A","3","11.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J09B","3","11.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J07AJ07D","3","23.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J09C","3","11.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J41CJ41D","3","10.5","17.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J07AJ07B","3","11.5","17.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J09D","3","11.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J10CJ11BJ11C","3","28.0","8.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J01A","3","11.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J08BJ08C","3","24.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J01B","3","11.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J01AJ01BJ01CJ01D","3","0.0","0.0","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J41A","3","10.5","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J41B","3","10.5","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J01C","3","11.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J01D","3","11.0","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J41C","3","10.5","8.5","0.0","0.0","0",,
"2539_20250918_3W_C03_NPS_3BAY_06","J41D","3","10.5","8.5","0.0","0.0","0",,
